x_ext	$X (L)$	$X^{1}_{\infty}$	$X^{2}_{\infty}$	$X^{3}_{\infty}$	$X^{*} (L)$
0.0	76.35610113107654	76.53190702287317	76.35610964930257	76.41739834248811	76.41470878936364
5.0505050505050505e-05	76.29758174906466	76.53013125009953	76.3569974495185	76.41737114648551	76.41470873175945
0.00010101010101010101	76.2390623670528	76.5283554773259	76.35788524973442	76.4173439504829	76.41470867415526
0.00015151515151515152	76.18054298504093	76.52657970455226	76.35877304995036	76.41731675448028	76.41470861655107
0.00020202020202020202	76.12202360302905	76.52480393177864	76.35966085016628	76.41728955847768	76.41470855894687
0.0002525252525252525	76.06350422101718	76.523028159005	76.36054865038221	76.41726236247507	76.41470850134269
0.00030303030303030303	76.00498483900532	76.52125238623137	76.36143645059813	76.41723516647247	76.41470844373849
0.00035353535353535354	75.94646545699344	76.51947661345773	76.36232425081407	76.41720797046986	76.4147083861343
0.00040404040404040404	75.88794607498157	76.5177008406841	76.36321205102999	76.41718077446724	76.41470832853011
0.00045454545454545455	75.8294266929697	76.51592506791046	76.36409985124592	76.41715357846464	76.41470827092591
0.000505050505050505	75.77090731095782	76.51414929513683	76.36498765146186	76.41712638246203	76.41470821332172
0.0005555555555555556	75.71238792894596	76.51237352236319	76.36587545167778	76.41709918645942	76.41470815571752
0.0006060606060606061	75.65386854693409	76.51059774958956	76.36676325189372	76.41707199045682	76.41470809811334
0.0006565656565656566	75.59534916492221	76.50882197681594	76.36765105210964	76.4170447944542	76.41470804050914
0.0007070707070707071	75.53682978291035	76.5070462040423	76.36853885232557	76.4170175984516	76.41470798290494
0.0007575757575757576	75.47831040089848	76.50527043126867	76.36942665254149	76.41699040244899	76.41470792530076
0.0008080808080808081	75.4197910188866	76.50349465849503	76.37031445275743	76.41696320644638	76.41470786769656
0.0008585858585858586	75.36127163687473	76.5017188857214	76.37120225297335	76.41693601044376	76.41470781009237
0.0009090909090909091	75.30275225486287	76.49994311294776	76.37209005318928	76.41690881444116	76.41470775248818
0.0009595959595959596	75.24423287285099	76.49816734017413	76.3729778534052	76.41688161843855	76.41470769488399
0.00101010101010101	75.18571349083912	76.4963915674005	76.37386565362114	76.41685442243595	76.41470763727979
0.0010606060606060605	75.12719410882725	76.49461579462687	76.37475345383706	76.41682722643334	76.4147075796756
0.0011111111111111111	75.06867472681537	76.49284002185323	76.375641254053	76.41680003043072	76.41470752207141
0.0011616161616161617	75.01015534480351	76.4910642490796	76.37652905426891	76.41677283442812	76.41470746446721
0.0012121212121212121	74.95163596279164	76.48928847630596	76.37741685448485	76.41674563842551	76.41470740686303
0.0012626262626262625	74.89311658077976	76.48751270353233	76.37830465470078	76.4167184424229	76.41470734925883
0.0013131313131313131	74.8345971987679	76.48573693075869	76.3791924549167	76.4166912464203	76.41470729165464
0.0013636363636363637	74.77607781675601	76.48396115798506	76.38008025513264	76.41666405041768	76.41470723405044
0.0014141414141414141	74.71755843474415	76.48218538521142	76.38096805534856	76.41663685441507	76.41470717644626
0.0014646464646464645	74.65903905273228	76.4804096124378	76.3818558555645	76.41660965841247	76.41470711884206
0.0015151515151515152	74.6005196707204	76.47863383966417	76.38274365578042	76.41658246240986	76.41470706123786
0.0015656565656565658	74.54200028870854	76.47685806689053	76.38363145599635	76.41655526640724	76.41470700363368
0.0016161616161616162	74.48348090669667	76.4750822941169	76.38451925621227	76.41652807040464	76.41470694602948
0.0016666666666666666	74.42496152468479	76.47330652134326	76.3854070564282	76.41650087440203	76.41470688842529
0.0017171717171717172	74.36644214267292	76.47153074856963	76.38629485664413	76.41647367839943	76.4147068308211
0.0017676767676767678	74.30792276066106	76.469754975796	76.38718265686006	76.41644648239682	76.4147067732169
0.0018181818181818182	74.24940337864918	76.46797920302237	76.38807045707598	76.4164192863942	76.41470671561271
0.0018686868686868686	74.19088399663731	76.46620343024873	76.38895825729192	76.4163920903916	76.41470665800853
0.0019191919191919192	74.13236461462544	76.4644276574751	76.38984605750784	76.41636489438899	76.41470660040433
0.00196969696969697	74.07384523261356	76.46265188470146	76.39073385772377	76.41633769838639	76.41470654280013
0.00202020202020202	74.0153258506017	76.46087611192783	76.39162165793971	76.41631050238378	76.41470648519595
0.0020707070707070706	73.95680646858983	76.45910033915419	76.39250945815563	76.41628330638116	76.41470642759175
0.002121212121212121	73.89828708657795	76.45732456638056	76.39339725837156	76.41625611037855	76.41470636998756
0.002171717171717172	73.83976770456609	76.45554879360692	76.39428505858749	76.41622891437595	76.41470631238336
0.0022222222222222222	73.78124832255422	76.4537730208333	76.39517285880342	76.41620171837334	76.41470625477918
0.0022727272727272726	73.72272894054234	76.45199724805966	76.39606065901934	76.41617452237074	76.41470619717498
0.0023232323232323234	73.66420955853047	76.45022147528603	76.39694845923528	76.41614732636812	76.41470613957078
0.002373737373737374	73.6056901765186	76.44844570251239	76.3978362594512	76.41612013036551	76.4147060819666
0.0024242424242424242	73.54717079450673	76.44666992973876	76.39872405966713	76.41609293436291	76.4147060243624
0.0024747474747474746	73.48865141249486	76.44489415696513	76.39961185988305	76.4160657383603	76.4147059667582
0.002525252525252525	73.430132030483	76.4431183841915	76.40049966009899	76.41603854235768	76.41470590915402
0.002575757575757576	73.37161264847111	76.44134261141787	76.40138746031491	76.41601134635508	76.41470585154983
0.0026262626262626263	73.31309326645925	76.43956683864423	76.40227526053084	76.41598415035247	76.41470579394563
0.0026767676767676767	73.25457388444738	76.4377910658706	76.40316306074676	76.41595695434987	76.41470573634145
0.0027272727272727275	73.1960545024355	76.43601529309696	76.4040508609627	76.41592975834726	76.41470567873725
