x_ext	$X (L)$	$X^{1}_{\infty}$	$X^{2}_{\infty}$	$X^{3}_{\infty}$	$X^{*} (L)$
0.0	-2.249845072530386	-2.249847124520193	-2.2474200079921975	-1.8642523515492786	-2.2482290464203505
5.0505050505050505e-05	-2.2497132700567044	-2.2498471037864802	-2.2474445133385452	-1.868139068201418	-2.248245376410865
0.00010101010101010101	-2.249581467583023	-2.2498470830527677	-2.2474690186848933	-1.8720257848535575	-2.248261706401379
0.00015151515151515152	-2.249449665109341	-2.2498470623190547	-2.2474935240312415	-1.875912501505697	-2.2482780363918935
0.00020202020202020202	-2.24931786263566	-2.249847041585342	-2.247518029377589	-1.8797992181578367	-2.2482943663824075
0.0002525252525252525	-2.249186060161978	-2.2498470208516292	-2.2475425347239373	-1.883685934809976	-2.2483106963729216
0.00030303030303030303	-2.2490542576882966	-2.2498470001179167	-2.2475670400702854	-1.8875726514621154	-2.248327026363436
0.00035353535353535354	-2.2489224552146148	-2.2498469793842037	-2.247591545416633	-1.8914593681142549	-2.24834335635395
0.00040404040404040404	-2.2487906527409334	-2.2498469586504912	-2.247616050762981	-1.8953460847663943	-2.2483596863444646
0.00045454545454545455	-2.2486588502672515	-2.2498469379167783	-2.2476405561093293	-1.899232801418534	-2.2483760163349786
0.000505050505050505	-2.24852704779357	-2.2498469171830657	-2.2476650614556775	-1.9031195180706733	-2.248392346325493
0.0005555555555555556	-2.2483952453198888	-2.2498468964493528	-2.247689566802025	-1.907006234722813	-2.248408676316007
0.0006060606060606061	-2.248263442846207	-2.2498468757156402	-2.2477140721483733	-1.9108929513749522	-2.2484250063065216
0.0006565656565656566	-2.2481316403725256	-2.2498468549819273	-2.2477385774947214	-1.9147796680270917	-2.2484413362970357
0.0007070707070707071	-2.2479998378988437	-2.2498468342482147	-2.247763082841069	-1.9186663846792313	-2.2484576662875497
0.0007575757575757576	-2.2478680354251623	-2.2498468135145018	-2.247787588187417	-1.9225531013313706	-2.248473996278064
0.0008080808080808081	-2.2477362329514805	-2.2498467927807893	-2.2478120935337653	-1.9264398179835103	-2.2484903262685783
0.0008585858585858586	-2.247604430477799	-2.2498467720470763	-2.247836598880113	-1.9303265346356497	-2.2485066562590927
0.0009090909090909091	-2.2474726280041173	-2.2498467513133638	-2.247861104226461	-1.9342132512877892	-2.248522986249607
0.0009595959595959596	-2.247340825530436	-2.249846730579651	-2.2478856095728093	-1.9380999679399287	-2.2485393162401213
0.00101010101010101	-2.2472090230567545	-2.249846709845938	-2.2479101149191574	-1.9419866845920681	-2.2485556462306353
0.0010606060606060605	-2.2470772205830727	-2.2498466891122253	-2.247934620265505	-1.9458734012442076	-2.2485719762211493
0.0011111111111111111	-2.2469454181093913	-2.2498466683785123	-2.247959125611853	-1.949760117896347	-2.248588306211664
0.0011616161616161617	-2.2468136156357095	-2.2498466476448	-2.2479836309582013	-1.9536468345484865	-2.248604636202178
0.0012121212121212121	-2.246681813162028	-2.249846626911087	-2.248008136304549	-1.957533551200626	-2.2486209661926924
0.0012626262626262625	-2.2465500106883463	-2.2498466061773743	-2.248032641650897	-1.9614202678527655	-2.2486372961832064
0.0013131313131313131	-2.246418208214665	-2.2498465854436613	-2.2480571469972452	-1.965306984504905	-2.248653626173721
0.0013636363636363637	-2.2462864057409835	-2.249846564709949	-2.248081652343593	-1.9691937011570444	-2.248669956164235
0.0014141414141414141	-2.2461546032673017	-2.249846543976236	-2.248106157689941	-1.9730804178091839	-2.248686286154749
